AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
164,66,8,40.2,16.50,10,6,0,60.0,7,1.75,99,7,6,35,14.4,80,27.0,15.0,43.1,319,2021-10-30,2021,10,30,兵庫県,ヴィクトリーナ・ウインク体育館,NECレッドロケッツ,ヴィクトリーナ姫路,金子隆行,井上裕介,3,1,4,Win,100,88,118,13:00,15:14,962,芦田光巨,冨田博一,西山尚幸,山内康史,Away,167,66,11,39.5,16.50,18,7,0,38.9,3,0.75,89,4,8,35,12.1,90,31.0,20.0,45.6
118,45,5,38.1,15.00,1,0,1,0.0,7,2.33,65,1,6,11,3.5,72,29.0,12.0,48.6,320,2021-10-30,2021,10,30,岡山県,ジップアリーナ岡山,岡山シーガルズ,東レアローズ,河本昭義,吉田啓佑,0,3,3,Lose,63,78,80,14:00,15:26,836,塚本健,北村友香,沢田元,真鍋美也子,Home,122,54,4,44.3,18.00,12,8,1,66.7,8,2.67,76,3,4,28,11.8,59,35.0,12.0,69.5
122,54,4,44.3,18.00,12,8,1,66.7,8,2.67,76,3,4,28,11.8,59,35.0,12.0,69.5,320,2021-10-30,2021,10,30,岡山県,ジップアリーナ岡山,東レアローズ,岡山シーガルズ,越谷章,高杉洋平,3,0,3,Win,78,63,80,14:00,15:26,836,塚本健,北村友香,沢田元,真鍋美也子,Away,118,45,5,38.1,15.00,1,0,1,0.0,7,2.33,65,1,6,11,3.5,72,29.0,12.0,48.6
106,42,1,39.6,14.00,10,5,0,50.0,9,3.00,74,2,4,13,5.7,54,30.0,14.0,68.5,316,2021-10-30,2021,10,30,石川県,小松総合体育館,PFUブルーキャッツ,埼玉上尾メディックス,坂本将康,舟越悠二,3,0,3,Win,75,66,82,14:00,15:28,521,三見洋子,内藤聡美,渡部菜保子,内藤正康,Home,126,54,7,42.9,18.00,11,5,1,45.5,4,1.33,67,1,12,10,0.7,68,27.0,28.0,60.3
126,54,7,42.9,18.00,11,5,1,45.5,4,1.33,67,1,12,10,0.7,68,27.0,28.0,60.3,316,2021-10-30,2021,10,30,石川県,小松総合体育館,埼玉上尾メディックス,PFUブルーキャッツ,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,0,3,3,Lose,66,75,82,14:00,15:28,521,三見洋子,内藤聡美,渡部菜保子,内藤正康,Away,106,42,1,39.6,14.00,10,5,0,50.0,9,3.00,74,2,4,13,5.7,54,30.0,14.0,68.5
170,62,9,36.5,15.50,16,6,2,37.5,9,2.25,91,2,10,23,5.8,95,42.0,26.0,57.9,321,2021-10-31,2021,10,31,秋田県,ＣＮＡアリーナ★あきた,日立Astemoリヴァーレ,デンソーエアリービーズ,多治見麻子,達川和彦,1,3,4,Lose,90,100,118,12:00,14:07,1055,田中昭彦,津嶋由香,伊藤薫,糸井淳孝,Home,166,63,11,38.0,15.75,16,3,2,18.8,9,2.25,99,1,4,26,6.6,81,35.0,21.0,56.2
166,63,11,38.0,15.75,16,3,2,18.8,9,2.25,99,1,4,26,6.6,81,35.0,21.0,56.2,321,2021-10-31,2021,10,31,秋田県,ＣＮＡアリーナ★あきた,デンソーエアリービーズ,日立Astemoリヴァーレ,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,3,1,4,Win,100,90,118,12:00,14:07,1055,田中昭彦,津嶋由香,伊藤薫,糸井淳孝,Away,170,62,9,36.5,15.50,16,6,2,37.5,9,2.25,91,2,10,23,5.8,95,42.0,26.0,57.9
100,47,5,47.0,15.67,15,6,0,40.0,4,1.33,73,2,6,27,9.9,48,27.0,7.0,63.5,324,2021-10-31,2021,10,31,大阪府,丸善インテックアリーナ大阪,JTマーヴェラス,KUROBEアクアフェアリーズ,吉原知子,丹山禎昭,3,0,3,Win,75,52,72,12:05,13:26,774,小柴滋,佐藤美里,明井寿枝,安田悠司,Home,109,36,12,33.0,12.00,7,1,1,14.3,3,1.00,54,0,6,14,3.7,67,20.0,18.0,43.3
109,36,12,33.0,12.00,7,1,1,14.3,3,1.00,54,0,6,14,3.7,67,20.0,18.0,43.3,324,2021-10-31,2021,10,31,大阪府,丸善インテックアリーナ大阪,KUROBEアクアフェアリーズ,JTマーヴェラス,丸山貴也,宮脇裕史,0,3,3,Lose,52,75,72,12:05,13:26,774,小柴滋,佐藤美里,明井寿枝,安田悠司,Away,100,47,5,47.0,15.67,15,6,0,40.0,4,1.33,73,2,6,27,9.9,48,27.0,7.0,63.5
142,51,13,35.9,12.75,13,4,1,30.8,9,2.25,88,9,9,29,15.9,91,37.0,24.0,53.8,323,2021-10-31,2021,10,31,愛知県,ウィングアリーナ刈谷,トヨタ車体クインシーズ,久光スプリングス,印東玄弥,今村駿,1,3,4,Lose,87,101,121,13:00,15:10,585,富田満,山本和良,慈眼雅啓,中倉文菜,Home,157,58,7,36.9,14.50,10,2,2,20.0,8,2.00,100,5,8,26,9.5,78,28.0,13.0,44.2
157,58,7,36.9,14.50,10,2,2,20.0,8,2.00,100,5,8,26,9.5,78,28.0,13.0,44.2,323,2021-10-31,2021,10,31,愛知県,ウィングアリーナ刈谷,久光スプリングス,トヨタ車体クインシーズ,酒井新悟,大久保茂和,3,1,4,Win,101,87,121,13:00,15:10,585,富田満,山本和良,慈眼雅啓,中倉文菜,Away,142,51,13,35.9,12.75,13,4,1,30.8,9,2.25,88,9,9,29,15.9,91,37.0,24.0,53.8
161,54,13,33.5,13.50,7,1,0,14.3,4,1.00,83,1,13,37,8.4,89,33.0,22.0,49.4,325,2021-10-31,2021,10,31,兵庫県,ヴィクトリーナ・ウインク体育館,ヴィクトリーナ姫路,NECレッドロケッツ,中谷宏大,高橋駿,1,3,4,Lose,82,98,109,13:00,15:05,1148,芦田光巨,増岡三佳子,西山尚幸,山本順一,Home,148,57,11,38.5,14.25,12,3,0,25.0,11,2.75,97,1,8,33,7.5,70,28.0,4.0,42.9
148,57,11,38.5,14.25,12,3,0,25.0,11,2.75,97,1,8,33,7.5,70,28.0,4.0,42.9,325,2021-10-31,2021,10,31,兵庫県,ヴィクトリーナ・ウインク体育館,NECレッドロケッツ,ヴィクトリーナ姫路,金子隆行,井上裕介,3,1,4,Win,98,82,109,13:00,15:05,1148,芦田光巨,増岡三佳子,西山尚幸,山本順一,Away,161,54,13,33.5,13.50,7,1,0,14.3,4,1.00,83,1,13,37,8.4,89,33.0,22.0,49.4
148,54,5,36.5,13.50,0,0,0,-,4,1.00,83,0,6,18,3.6,84,42.0,20.0,61.9,326,2021-10-31,2021,10,31,岡山県,ジップアリーナ岡山,岡山シーガルズ,東レアローズ,河本昭義,吉田啓佑,1,3,4,Lose,82,97,100,13:05,14:54,835,塚本健,吉岡奈々,沢田元,大西英和,Home,160,72,7,45.0,18.00,6,0,0,0.0,8,2.00,96,3,11,20,5.5,77,29.0,30.0,57.1
160,72,7,45.0,18.00,6,0,0,0.0,8,2.00,96,3,11,20,5.5,77,29.0,30.0,57.1,326,2021-10-31,2021,10,31,岡山県,ジップアリーナ岡山,東レアローズ,岡山シーガルズ,越谷章,高杉洋平,3,1,4,Win,97,82,100,13:05,14:54,835,塚本健,吉岡奈々,沢田元,大西英和,Away,148,54,5,36.5,13.50,0,0,0,-,4,1.00,83,0,6,18,3.6,84,42.0,20.0,61.9
113,39,8,34.5,13.00,22,10,2,45.5,5,1.67,62,3,9,17,8.1,65,37.0,12.0,66.2,322,2021-10-31,2021,10,31,石川県,小松総合体育館,PFUブルーキャッツ,埼玉上尾メディックス,坂本将康,舟越悠二,0,3,3,Lose,60,77,79,14:00,15:25,641,三見洋子,森口豊,渡部菜保子,桐山比呂子,Home,95,46,1,48.4,15.33,9,5,0,55.6,10,3.33,75,3,8,15,6.3,52,25.0,8.0,55.8
95,46,1,48.4,15.33,9,5,0,55.6,10,3.33,75,3,8,15,6.3,52,25.0,8.0,55.8,322,2021-10-31,2021,10,31,石川県,小松総合体育館,埼玉上尾メディックス,PFUブルーキャッツ,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,3,0,3,Win,77,60,79,14:00,15:25,641,三見洋子,森口豊,渡部菜保子,桐山比呂子,Away,113,39,8,34.5,13.00,22,10,2,45.5,5,1.67,62,3,9,17,8.1,65,37.0,12.0,66.2
126,50,6,39.7,16.67,14,2,1,14.3,4,1.33,74,3,3,20,9.8,53,29.0,9.0,63.2,327,2021-11-06,2021,11,06,福島県,宝来屋郡山総合体育館,デンソーエアリービーズ,トヨタ車体クインシーズ,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,3,0,3,Win,75,59,80,12:00,13:26,1045,村上成司,高橋宏明,慈眼雅啓,石井優香理,Home,121,41,4,33.9,13.67,13,6,0,46.2,5,1.67,60,4,6,12,9.2,69,31.0,16.0,56.5
121,41,4,33.9,13.67,13,6,0,46.2,5,1.67,60,4,6,12,9.2,69,31.0,16.0,56.5,327,2021-11-06,2021,11,06,福島県,宝来屋郡山総合体育館,トヨタ車体クインシーズ,デンソーエアリービーズ,印東玄弥,今村駿,0,3,3,Lose,59,75,80,12:00,13:26,1045,村上成司,高橋宏明,慈眼雅啓,石井優香理,Away,126,50,6,39.7,16.67,14,2,1,14.3,4,1.33,74,3,3,20,9.8,53,29.0,9.0,63.2
125,28,9,22.4,9.33,6,1,0,16.7,5,1.67,56,2,7,12,5.8,65,30.0,18.0,60.0,329,2021-11-06,2021,11,06,富山県,富山県西部体育センター,KUROBEアクアフェアリーズ,PFUブルーキャッツ,丸山貴也,宮脇裕史,0,3,3,Lose,55,76,82,13:00,14:35,745,三見洋子,冨田博一,浜野陽一,岸剛史,Home,112,39,9,34.8,13.00,14,7,1,50.0,11,3.67,75,7,7,13,11.3,49,18.0,17.0,54.1
112,39,9,34.8,13.00,14,7,1,50.0,11,3.67,75,7,7,13,11.3,49,18.0,17.0,54.1,329,2021-11-06,2021,11,06,富山県,富山県西部体育センター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,0,3,Win,76,55,82,13:00,14:35,745,三見洋子,冨田博一,浜野陽一,岸剛史,Away,125,28,9,22.4,9.33,6,1,0,16.7,5,1.67,56,2,7,12,5.8,65,30.0,18.0,60.0
231,77,6,33.3,15.40,17,9,2,52.9,7,1.40,114,6,8,36,11.4,100,46.0,25.0,58.5,332,2021-11-06,2021,11,06,兵庫県,ヴィクトリーナ・ウインク体育館,ヴィクトリーナ姫路,岡山シーガルズ,中谷宏大,高橋駿,3,2,5,Win,114,104,140,13:00,15:39,983,髙橋憲太郎,山本晋五,本間明,山内康史,Home,240,82,15,34.2,16.40,1,0,0,0.0,4,0.80,104,2,4,27,7.5,106,45.0,19.0,51.4
240,82,15,34.2,16.40,1,0,0,0.0,4,0.80,104,2,4,27,7.5,106,45.0,19.0,51.4,332,2021-11-06,2021,11,06,兵庫県,ヴィクトリーナ・ウインク体育館,岡山シーガルズ,ヴィクトリーナ姫路,河本昭義,吉田啓佑,2,3,5,Lose,104,114,140,13:00,15:39,983,髙橋憲太郎,山本晋五,本間明,山内康史,Away,231,77,6,33.3,15.40,17,9,2,52.9,7,1.40,114,6,8,36,11.4,100,46.0,25.0,58.5
128,47,6,36.7,15.67,6,3,1,50.0,2,0.67,68,4,9,6,4.8,64,37.0,12.0,67.2,331,2021-11-06,2021,11,06,大阪府,パナソニックアリーナ,埼玉上尾メディックス,久光スプリングス,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,0,3,3,Lose,66,75,81,14:00,15:27,420,田野昭彦,北村友香,西山尚幸,平野尚宣,Home,115,44,3,38.3,14.67,3,1,0,33.3,10,3.33,73,4,9,11,6.2,57,43.0,6.0,80.7
115,44,3,38.3,14.67,3,1,0,33.3,10,3.33,73,4,9,11,6.2,57,43.0,6.0,80.7,331,2021-11-06,2021,11,06,大阪府,パナソニックアリーナ,久光スプリングス,埼玉上尾メディックス,酒井新悟,大久保茂和,3,0,3,Win,75,66,81,14:00,15:27,420,田野昭彦,北村友香,西山尚幸,平野尚宣,Away,128,47,6,36.7,15.67,6,3,1,50.0,2,0.67,68,4,9,6,4.8,64,37.0,12.0,67.2
103,46,4,44.7,15.33,12,2,1,16.7,12,4.00,74,3,4,23,10.5,46,10.0,23.0,46.7,328,2021-11-06,2021,11,06,福島県,宝来屋郡山総合体育館,NECレッドロケッツ,日立Astemoリヴァーレ,金子隆行,井上裕介,3,0,3,Win,75,50,71,14:30,15:47,1053,村上成司,津嶋由香,佐藤美里,高野勝広,Home,113,37,8,32.7,12.33,11,3,2,27.3,1,0.33,51,0,5,13,3.9,68,24.0,20.0,50.0
113,37,8,32.7,12.33,11,3,2,27.3,1,0.33,51,0,5,13,3.9,68,24.0,20.0,50.0,328,2021-11-06,2021,11,06,福島県,宝来屋郡山総合体育館,日立Astemoリヴァーレ,NECレッドロケッツ,多治見麻子,達川和彦,0,3,3,Lose,50,75,71,14:30,15:47,1053,村上成司,津嶋由香,佐藤美里,高野勝広,Away,103,46,4,44.7,15.33,12,2,1,16.7,12,4.00,74,3,4,23,10.5,46,10.0,23.0,46.7
107,41,6,38.3,13.67,9,4,0,44.4,3,1.00,57,1,12,11,1.3,65,23.0,20.0,50.8,330,2021-11-06,2021,11,06,滋賀県,YMITアリーナ,東レアローズ,JTマーヴェラス,越谷章,高杉洋平,0,3,3,Lose,56,75,74,15:00,16:20,1158,大江憲一,森口豊,内藤聡美,山本英司,Home,90,46,1,51.1,15.33,15,9,0,60.0,4,1.33,74,5,8,18,10.1,45,20.0,13.0,58.9
90,46,1,51.1,15.33,15,9,0,60.0,4,1.33,74,5,8,18,10.1,45,20.0,13.0,58.9,330,2021-11-06,2021,11,06,滋賀県,YMITアリーナ,JTマーヴェラス,東レアローズ,吉原知子,丹山禎昭,3,0,3,Win,75,56,74,15:00,16:20,1158,大江憲一,森口豊,内藤聡美,山本英司,Away,107,41,6,38.3,13.67,9,4,0,44.4,3,1.00,57,1,12,11,1.3,65,23.0,20.0,50.8
173,65,8,37.6,16.25,28,9,3,32.1,2,0.50,95,4,8,17,6.6,69,22.0,16.0,43.5,333,2021-11-07,2021,11,07,福島県,宝来屋郡山総合体育館,デンソーエアリービーズ,トヨタ車体クインシーズ,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,3,1,4,Win,96,78,110,12:00,13:59,1163,村上成司,佐藤美里,慈眼雅啓,木村万由美,Home,172,48,12,27.9,12.00,29,7,5,24.1,3,0.75,79,6,8,27,13.6,87,47.0,19.0,64.9
172,48,12,27.9,12.00,29,7,5,24.1,3,0.75,79,6,8,27,13.6,87,47.0,19.0,64.9,333,2021-11-07,2021,11,07,福島県,宝来屋郡山総合体育館,トヨタ車体クインシーズ,デンソーエアリービーズ,印東玄弥,今村駿,1,3,4,Lose,78,96,110,12:00,13:59,1163,村上成司,佐藤美里,慈眼雅啓,木村万由美,Away,173,65,8,37.6,16.25,28,9,3,32.1,2,0.50,95,4,8,17,6.6,69,22.0,16.0,43.5
140,69,5,49.3,17.25,21,10,2,47.6,9,2.25,99,3,11,23,6.1,80,34.0,16.0,52.5,337,2021-11-07,2021,11,07,大阪府,パナソニックアリーナ,埼玉上尾メディックス,久光スプリングス,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,3,1,4,Win,100,85,112,13:00,15:01,500,田野昭彦,城智人,西山尚幸,平野尚宣,Home,149,57,9,38.3,14.25,5,0,1,0.0,5,1.25,86,3,5,28,10.2,88,44.0,18.0,60.2
149,57,9,38.3,14.25,5,0,1,0.0,5,1.25,86,3,5,28,10.2,88,44.0,18.0,60.2,337,2021-11-07,2021,11,07,大阪府,パナソニックアリーナ,久光スプリングス,埼玉上尾メディックス,酒井新悟,大久保茂和,1,3,4,Lose,85,100,112,13:00,15:01,500,田野昭彦,城智人,西山尚幸,平野尚宣,Away,140,69,5,49.3,17.25,21,10,2,47.6,9,2.25,99,3,11,23,6.1,80,34.0,16.0,52.5
143,60,8,42.0,20.00,7,3,0,42.9,4,1.33,73,1,3,23,8.2,63,32.0,14.0,61.9,338,2021-11-07,2021,11,07,兵庫県,ヴィクトリーナ・ウインク体育館,ヴィクトリーナ姫路,岡山シーガルズ,中谷宏大,高橋駿,3,0,3,Win,75,66,89,13:00,14:42,1013,髙橋憲太郎,國頭亮太,本間明,上霜美子,Home,131,40,2,30.5,13.33,1,0,0,0.0,6,2.00,68,5,4,13,10.7,70,29.0,17.0,53.6
131,40,2,30.5,13.33,1,0,0,0.0,6,2.00,68,5,4,13,10.7,70,29.0,17.0,53.6,338,2021-11-07,2021,11,07,兵庫県,ヴィクトリーナ・ウインク体育館,岡山シーガルズ,ヴィクトリーナ姫路,河本昭義,吉田啓佑,0,3,3,Lose,66,75,89,13:00,14:42,1013,髙橋憲太郎,國頭亮太,本間明,上霜美子,Away,143,60,8,42.0,20.00,7,3,0,42.9,4,1.33,73,1,3,23,8.2,63,32.0,14.0,61.9
140,45,7,32.1,11.25,4,3,0,75.0,5,1.25,85,4,2,15,8.5,77,39.0,14.0,59.7,335,2021-11-07,2021,11,07,富山県,富山県西部体育センター,KUROBEアクアフェアリーズ,PFUブルーキャッツ,丸山貴也,宮脇裕史,1,3,4,Lose,84,93,100,13:00,14:49,724,三見洋子,増岡三佳子,浜野陽一,高野俊弘,Home,149,64,12,43.0,16.00,12,7,1,58.3,7,1.75,92,9,13,17,10.9,83,45.0,19.0,65.7
149,64,12,43.0,16.00,12,7,1,58.3,7,1.75,92,9,13,17,10.9,83,45.0,19.0,65.7,335,2021-11-07,2021,11,07,富山県,富山県西部体育センター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,93,84,100,13:00,14:49,724,三見洋子,増岡三佳子,浜野陽一,高野俊弘,Away,140,45,7,32.1,11.25,4,3,0,75.0,5,1.25,85,4,2,15,8.5,77,39.0,14.0,59.7
168,67,11,39.9,13.40,13,4,3,30.8,6,1.20,106,4,7,25,8.0,75,18.0,31.0,44.7,334,2021-11-07,2021,11,07,福島県,宝来屋郡山総合体育館,NECレッドロケッツ,日立Astemoリヴァーレ,金子隆行,井上裕介,3,2,5,Win,107,90,119,14:55,17:06,1115,村上成司,高橋宏明,津嶋由香,高野勝広,Home,186,61,13,32.8,12.20,10,3,1,30.0,5,1.00,91,4,15,23,6.6,99,26.0,44.0,48.5
186,61,13,32.8,12.20,10,3,1,30.0,5,1.00,91,4,15,23,6.6,99,26.0,44.0,48.5,334,2021-11-07,2021,11,07,福島県,宝来屋郡山総合体育館,日立Astemoリヴァーレ,NECレッドロケッツ,多治見麻子,達川和彦,2,3,5,Lose,90,107,119,14:55,17:06,1115,村上成司,高橋宏明,津嶋由香,高野勝広,Away,168,67,11,39.9,13.40,13,4,3,30.8,6,1.20,106,4,7,25,8.0,75,18.0,31.0,44.7
158,49,10,31.0,12.25,19,2,2,10.5,10,2.50,77,4,8,10,5.8,80,52.0,11.0,71.9,336,2021-11-07,2021,11,07,滋賀県,YMITアリーナ,東レアローズ,JTマーヴェラス,越谷章,高杉洋平,1,3,4,Lose,76,91,95,15:10,16:54,1180,大江憲一,内藤聡美,森口豊,小口広之進,Home,130,55,5,42.3,13.75,24,8,2,33.3,12,3.00,90,4,6,17,7.5,65,46.0,9.0,77.7
130,55,5,42.3,13.75,24,8,2,33.3,12,3.00,90,4,6,17,7.5,65,46.0,9.0,77.7,336,2021-11-07,2021,11,07,滋賀県,YMITアリーナ,JTマーヴェラス,東レアローズ,吉原知子,丹山禎昭,3,1,4,Win,91,76,95,15:10,16:54,1180,大江憲一,内藤聡美,森口豊,小口広之進,Away,158,49,10,31.0,12.25,19,2,2,10.5,10,2.50,77,4,8,10,5.8,80,52.0,11.0,71.9
112,51,3,45.5,17.00,5,2,0,40.0,9,3.00,74,2,6,24,8.8,48,29.0,11.0,71.9,339,2021-11-12,2021,11,12,神奈川県,とどろきアリーナ,NECレッドロケッツ,岡山シーガルズ,金子隆行,井上裕介,3,0,3,Win,75,51,72,19:00,20:25,1435,三見洋子,澤達大,内藤聡美,青山真奈美,Home,128,38,10,29.7,12.67,4,0,1,0.0,1,0.33,52,1,3,8,4.3,68,31.0,11.0,53.7
128,38,10,29.7,12.67,4,0,1,0.0,1,0.33,52,1,3,8,4.3,68,31.0,11.0,53.7,339,2021-11-12,2021,11,12,神奈川県,とどろきアリーナ,岡山シーガルズ,NECレッドロケッツ,河本昭義,吉田啓佑,0,3,3,Lose,51,75,72,19:00,20:25,1435,三見洋子,澤達大,内藤聡美,青山真奈美,Away,112,51,3,45.5,17.00,5,2,0,40.0,9,3.00,74,2,6,24,8.8,48,29.0,11.0,71.9
107,50,6,46.7,16.67,10,6,0,60.0,7,2.33,73,5,8,18,10.3,50,29.0,12.0,70.0,344,2021-11-13,2021,11,13,鹿児島県,薩摩川内市総合体育館,久光スプリングス,KUROBEアクアフェアリーズ,酒井新悟,大久保茂和,3,0,3,Win,75,52,71,13:00,14:17,512,加治健男,山本晋五,平田敬基,栗田利博,Home,101,30,9,29.7,10.00,9,3,1,33.3,6,2.00,54,2,3,8,6.0,65,29.0,13.0,54.6
101,30,9,29.7,10.00,9,3,1,33.3,6,2.00,54,2,3,8,6.0,65,29.0,13.0,54.6,344,2021-11-13,2021,11,13,鹿児島県,薩摩川内市総合体育館,KUROBEアクアフェアリーズ,久光スプリングス,丸山貴也,宮脇裕史,0,3,3,Lose,52,75,71,13:00,14:17,512,加治健男,山本晋五,平田敬基,栗田利博,Away,107,50,6,46.7,16.67,10,6,0,60.0,7,2.33,73,5,8,18,10.3,50,29.0,12.0,70.0
152,69,8,45.4,17.25,9,5,0,55.6,3,0.75,99,3,8,35,9.8,89,45.0,15.0,59.0,343,2021-11-13,2021,11,13,兵庫県,ヴィクトリーナ・ウインク体育館,ヴィクトリーナ姫路,JTマーヴェラス,中谷宏大,高橋駿,1,3,4,Lose,98,99,114,13:05,15:15,973,芦田光巨,北村友香,千代延靖夫,山本順一,Home,162,71,13,43.8,17.75,39,16,5,41.0,6,1.50,98,5,8,25,9.4,90,41.0,12.0,52.2
162,71,13,43.8,17.75,39,16,5,41.0,6,1.50,98,5,8,25,9.4,90,41.0,12.0,52.2,343,2021-11-13,2021,11,13,兵庫県,ヴィクトリーナ・ウインク体育館,JTマーヴェラス,ヴィクトリーナ姫路,吉原知子,丹山禎昭,3,1,4,Win,99,98,114,13:05,15:15,973,芦田光巨,北村友香,千代延靖夫,山本順一,Away,152,69,8,45.4,17.25,9,5,0,55.6,3,0.75,99,3,8,35,9.8,89,45.0,15.0,59.0
133,60,6,45.1,15.00,11,8,1,72.7,4,1.00,85,3,12,17,5.0,88,40.0,11.0,51.7,342,2021-11-13,2021,11,13,石川県,金沢市総合体育館,PFUブルーキャッツ,東レアローズ,坂本将康,舟越悠二,1,3,4,Lose,84,98,99,14:00,15:48,906,勝又正,高橋宏明,新田浩幸,内藤正康,Home,134,64,7,47.8,16.00,9,2,3,22.2,5,1.25,97,8,8,30,13.9,72,40.0,13.0,64.6
134,64,7,47.8,16.00,9,2,3,22.2,5,1.25,97,8,8,30,13.9,72,40.0,13.0,64.6,342,2021-11-13,2021,11,13,石川県,金沢市総合体育館,東レアローズ,PFUブルーキャッツ,越谷章,高杉洋平,3,1,4,Win,98,84,99,14:00,15:48,906,勝又正,高橋宏明,新田浩幸,内藤正康,Away,133,60,6,45.1,15.00,11,8,1,72.7,4,1.00,85,3,12,17,5.0,88,40.0,11.0,51.7
157,63,10,40.1,15.75,6,2,0,33.3,11,2.75,90,3,8,20,6.7,84,47.0,10.0,61.9,340,2021-11-13,2021,11,13,茨城県,ひたちなか市総合運動公園総合体育館,日立Astemoリヴァーレ,トヨタ車体クインシーズ,多治見麻子,達川和彦,3,1,4,Win,91,90,107,14:00,15:56,505,小林朝実,明井寿枝,津嶋由香,廣澤麻里子,Home,152,56,6,36.8,14.00,24,8,1,33.3,5,1.25,91,5,5,24,10.7,81,45.0,14.0,64.2
152,56,6,36.8,14.00,24,8,1,33.3,5,1.25,91,5,5,24,10.7,81,45.0,14.0,64.2,340,2021-11-13,2021,11,13,茨城県,ひたちなか市総合運動公園総合体育館,トヨタ車体クインシーズ,日立Astemoリヴァーレ,印東玄弥,今村駿,1,3,4,Lose,90,91,107,14:00,15:56,505,小林朝実,明井寿枝,津嶋由香,廣澤麻里子,Away,157,63,10,40.1,15.75,6,2,0,33.3,11,2.75,90,3,8,20,6.7,84,47.0,10.0,61.9
196,74,13,37.8,18.50,26,9,2,34.6,8,2.00,102,3,11,24,6.1,81,35.0,25.0,58.6,341,2021-11-13,2021,11,13,神奈川県,とどろきアリーナ,NECレッドロケッツ,岡山シーガルズ,金子隆行,井上裕介,3,1,4,Win,102,85,110,15:00,17:06,1526,三見洋子,内藤聡美,渡部菜保子,牛見誠人,Home,194,51,9,26.3,12.75,1,0,0,0.0,4,1.00,85,3,4,18,7.6,89,44.0,20.0,60.7
194,51,9,26.3,12.75,1,0,0,0.0,4,1.00,85,3,4,18,7.6,89,44.0,20.0,60.7,341,2021-11-13,2021,11,13,神奈川県,とどろきアリーナ,岡山シーガルズ,NECレッドロケッツ,河本昭義,吉田啓佑,1,3,4,Lose,85,102,110,15:00,17:06,1526,三見洋子,内藤聡美,渡部菜保子,牛見誠人,Away,196,74,13,37.8,18.50,26,9,2,34.6,8,2.00,102,3,11,24,6.1,81,35.0,25.0,58.6
129,49,13,38.0,16.33,4,0,3,0.0,9,3.00,79,1,5,25,7.6,57,17.0,16.0,43.9,345,2021-11-14,2021,11,14,茨城県,ひたちなか市総合運動公園総合体育館,日立Astemoリヴァーレ,トヨタ車体クインシーズ,多治見麻子,達川和彦,3,0,3,Win,80,66,87,13:00,14:33,624,小林朝実,津嶋由香,明井寿枝,須永智紀,Home,122,33,8,27.0,11.00,10,4,1,40.0,4,1.33,67,5,9,20,11.6,73,35.0,13.0,56.8
122,33,8,27.0,11.00,10,4,1,40.0,4,1.33,67,5,9,20,11.6,73,35.0,13.0,56.8,345,2021-11-14,2021,11,14,茨城県,ひたちなか市総合運動公園総合体育館,トヨタ車体クインシーズ,日立Astemoリヴァーレ,印東玄弥,今村駿,0,3,3,Lose,66,80,87,13:00,14:33,624,小林朝実,津嶋由香,明井寿枝,須永智紀,Away,129,49,13,38.0,16.33,4,0,3,0.0,9,3.00,79,1,5,25,7.6,57,17.0,16.0,43.9
123,54,7,43.9,18.00,9,4,1,44.4,3,1.00,77,3,7,22,8.8,58,35.0,12.0,70.7,348,2021-11-14,2021,11,14,鹿児島県,薩摩川内市総合体育館,久光スプリングス,KUROBEアクアフェアリーズ,酒井新悟,大久保茂和,3,0,3,Win,78,63,79,13:00,14:25,760,加治健男,木内誠二,平田敬基,栗田利博,Home,120,43,9,35.8,14.33,12,3,3,25.0,5,1.67,64,0,6,11,2.0,69,35.0,10.0,58.0
