AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
125,45,4,36.0,15.00,2,0,0,0.0,5,1.67,73,3,3,18,9.2,51,11.0,12.0,33.3,606,2017-11-11,2017,11,11,,天草市民センター体育館,岡山シーガルズ,KUROBEアクアフェアリーズ,河本昭義,吉田啓佑,3,0,3,Win,75,54,72,12:00,13:18,1192,中馬義郎,林淳一,松永美志,端田直也,Home,130,40,13,30.8,13.33,18,8,1,44.4,3,1.00,56,2,5,26,12.9,69,21.0,28.0,50.7
130,40,13,30.8,13.33,18,8,1,44.4,3,1.00,56,2,5,26,12.9,69,21.0,28.0,50.7,606,2017-11-11,2017,11,11,,天草市民センター体育館,KUROBEアクアフェアリーズ,岡山シーガルズ,米山弘,,0,3,3,Lose,54,75,72,12:00,13:18,1192,中馬義郎,林淳一,松永美志,端田直也,Away,125,45,4,36.0,15.00,2,0,0,0.0,5,1.67,73,3,3,18,9.2,51,11.0,12.0,33.3
125,48,11,38.4,16.00,0,0,0,-,1,0.33,63,2,3,20,9.9,66,9.0,21.0,29.5,607,2017-11-11,2017,11,11,,天草市民センター体育館,フォレストリーヴズ熊本,PFUブルーキャッツ,中島裕二,和多桃子,0,3,3,Lose,61,75,72,14:05,15:23,1228,中馬義郎,外室喜英,甲斐照和,端田直也,Home,122,52,4,42.6,17.33,18,4,1,22.2,5,1.67,73,3,6,36,14.4,60,18.0,21.0,47.5
122,52,4,42.6,17.33,18,4,1,22.2,5,1.67,73,3,6,36,14.4,60,18.0,21.0,47.5,607,2017-11-11,2017,11,11,,天草市民センター体育館,PFUブルーキャッツ,フォレストリーヴズ熊本,寺廻太,加藤陽一,3,0,3,Win,75,61,72,14:05,15:23,1228,中馬義郎,外室喜英,甲斐照和,端田直也,Away,125,48,11,38.4,16.00,0,0,0,-,1,0.33,63,2,3,20,9.9,66,9.0,21.0,29.5
95,50,5,52.6,16.67,10,5,1,50.0,9,3.00,73,2,4,17,7.2,55,19.0,16.0,49.1,608,2017-11-12,2017,11,12,,菊池市総合体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,寺廻太,加藤陽一,3,0,3,Win,75,55,69,12:00,13:15,888,中馬義郎,林淳一,松永美志,森広一郎,Home,110,36,10,32.7,12.00,12,4,2,33.3,3,1.00,57,1,2,20,9.6,69,39.0,12.0,65.2
110,36,10,32.7,12.00,12,4,2,33.3,3,1.00,57,1,2,20,9.6,69,39.0,12.0,65.2,608,2017-11-12,2017,11,12,,菊池市総合体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,米山弘,竹中雅詞,0,3,3,Lose,55,75,69,12:00,13:15,888,中馬義郎,林淳一,松永美志,森広一郎,Away,95,50,5,52.6,16.67,10,5,1,50.0,9,3.00,73,2,4,17,7.2,55,19.0,16.0,49.1
138,34,9,24.6,11.33,1,1,0,100.0,6,2.00,59,1,3,13,5.9,70,15.0,19.0,35.0,609,2017-11-12,2017,11,12,,菊池市総合体育館,フォレストリーヴズ熊本,JAぎふリオレーナ,中島裕二,和多桃子,0,3,3,Lose,57,75,74,14:00,15:20,1100,中馬義郎,外室喜英,甲斐照和,森広一郎,Home,120,43,6,35.8,14.33,5,1,1,20.0,11,3.67,73,7,3,32,19.5,56,27.0,16.0,62.5
120,43,6,35.8,14.33,5,1,1,20.0,11,3.67,73,7,3,32,19.5,56,27.0,16.0,62.5,609,2017-11-12,2017,11,12,,菊池市総合体育館,JAぎふリオレーナ,フォレストリーヴズ熊本,椿本真恵,皆川佳介,3,0,3,Win,75,57,74,14:00,15:20,1100,中馬義郎,外室喜英,甲斐照和,森広一郎,Away,138,34,9,24.6,11.33,1,1,0,100.0,6,2.00,59,1,3,13,5.9,70,15.0,19.0,35.0
149,48,7,32.2,16.00,11,4,2,36.4,0,0.00,64,1,1,24,10.5,70,23.0,29.0,53.6,610,2017-11-18,2017,11,18,,安八町総合体育館,JAぎふリオレーナ,岡山シーガルズ,椿本真恵,皆川佳介,0,3,3,Lose,62,75,73,13:00,14:19,988,村上成司,増岡三佳子,糟谷武彦,陶山ゆい,Home,135,49,5,36.3,16.33,0,0,0,-,10,3.33,73,1,3,18,6.5,62,27.0,11.0,52.4
135,49,5,36.3,16.33,0,0,0,-,10,3.33,73,1,3,18,6.5,62,27.0,11.0,52.4,610,2017-11-18,2017,11,18,,安八町総合体育館,岡山シーガルズ,JAぎふリオレーナ,河本昭義,吉田啓佑,3,0,3,Win,75,62,73,13:00,14:19,988,村上成司,増岡三佳子,糟谷武彦,陶山ゆい,Away,149,48,7,32.2,16.00,11,4,2,36.4,0,0.00,64,1,1,24,10.5,70,23.0,29.0,53.6
105,43,5,41.0,14.33,5,3,1,60.0,11,3.67,74,6,4,23,14.5,56,34.0,6.0,66.1,611,2017-11-18,2017,11,18,,田川市総合体育館,大野石油広島オイラーズ,トヨタ自動車ヴァルキューレ,原秀治,鈴木輝,3,0,3,Win,75,59,69,13:00,14:15,700,加治健男,弘中秀治,秋峯育子,渋田恵,Home,115,39,6,33.9,13.00,7,2,1,28.6,4,1.33,60,2,4,16,8.3,69,33.0,13.0,57.2
115,39,6,33.9,13.00,7,2,1,28.6,4,1.33,60,2,4,16,8.3,69,33.0,13.0,57.2,611,2017-11-18,2017,11,18,,田川市総合体育館,トヨタ自動車ヴァルキューレ,大野石油広島オイラーズ,金子健一郎,甲斐啓祐,0,3,3,Lose,59,75,69,13:00,14:15,700,加治健男,弘中秀治,秋峯育子,渋田恵,Away,105,43,5,41.0,14.33,5,3,1,60.0,11,3.67,74,6,4,23,14.5,56,34.0,6.0,66.1
225,64,18,28.4,12.80,6,1,0,16.7,3,0.60,98,3,4,19,6.9,99,32.0,31.0,48.0,612,2017-11-18,2017,11,18,,田川市総合体育館,フォレストリーヴズ熊本,KUROBEアクアフェアリーズ,中島裕二,和多桃子,2,3,5,Lose,97,110,106,15:00,16:58,930,加治健男,外室喜英,須藤義宏,森朝美,Home,208,68,15,32.7,13.60,13,4,3,30.8,17,3.40,109,2,10,36,7.8,93,53.0,19.0,67.2
208,68,15,32.7,13.60,13,4,3,30.8,17,3.40,109,2,10,36,7.8,93,53.0,19.0,67.2,612,2017-11-18,2017,11,18,,田川市総合体育館,KUROBEアクアフェアリーズ,フォレストリーヴズ熊本,米山弘,竹中雅詞,3,2,5,Win,110,97,106,15:00,16:58,930,加治健男,外室喜英,須藤義宏,森朝美,Away,225,64,18,28.4,12.80,6,1,0,16.7,3,0.60,98,3,4,19,6.9,99,32.0,31.0,48.0
152,59,6,38.8,14.75,8,1,1,12.5,14,3.50,90,4,2,24,10.6,75,53.0,12.0,78.7,614,2017-11-19,2017,11,19,,田川市総合体育館,KUROBEアクアフェアリーズ,トヨタ自動車ヴァルキューレ,米山弘,竹中雅詞,3,1,4,Win,91,79,81,12:00,13:30,800,加治健男,弘中秀治,秋峯育子,賀来愛実,Home,177,62,8,35.0,15.50,20,11,3,55.0,3,0.75,80,4,4,10,6.9,87,41.0,22.0,59.8
177,62,8,35.0,15.50,20,11,3,55.0,3,0.75,80,4,4,10,6.9,87,41.0,22.0,59.8,614,2017-11-19,2017,11,19,,田川市総合体育館,トヨタ自動車ヴァルキューレ,KUROBEアクアフェアリーズ,金子健一郎,甲斐啓祐,1,3,4,Lose,79,91,81,12:00,13:30,800,加治健男,弘中秀治,秋峯育子,賀来愛実,Away,152,59,6,38.8,14.75,8,1,1,12.5,14,3.50,90,4,2,24,10.6,75,53.0,12.0,78.7
177,48,19,27.1,12.00,4,1,2,25.0,8,2.00,88,6,4,29,13.9,89,20.0,38.0,43.8,613,2017-11-19,2017,11,19,,安八町総合体育館,JAぎふリオレーナ,PFUブルーキャッツ,椿本真恵,皆川佳介,1,3,4,Lose,87,99,97,13:00,14:46,678,村上成司,増岡三佳子,糟谷武彦,岡本まな,Home,154,53,11,34.4,13.25,19,5,3,26.3,13,3.25,98,5,6,31,11.5,84,26.0,29.0,48.2
154,53,11,34.4,13.25,19,5,3,26.3,13,3.25,98,5,6,31,11.5,84,26.0,29.0,48.2,613,2017-11-19,2017,11,19,,安八町総合体育館,PFUブルーキャッツ,JAぎふリオレーナ,寺廻太,加藤陽一,3,1,4,Win,99,87,97,13:00,14:46,678,村上成司,増岡三佳子,糟谷武彦,岡本まな,Away,177,48,19,27.1,12.00,4,1,2,25.0,8,2.00,88,6,4,29,13.9,89,20.0,38.0,43.8
202,66,8,32.7,16.50,4,0,1,0.0,4,1.00,97,1,3,32,8.5,76,31.0,10.0,47.4,615,2017-11-19,2017,11,19,,田川市総合体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,和多桃子,3,1,4,Win,98,82,99,14:05,15:53,1000,加治健男,外室喜英,須藤義宏,森朝美,Home,213,55,15,25.8,13.75,14,2,2,14.3,10,2.50,83,2,6,35,11.1,94,42.0,21.0,55.9
213,55,15,25.8,13.75,14,2,2,14.3,10,2.50,83,2,6,35,11.1,94,42.0,21.0,55.9,615,2017-11-19,2017,11,19,,田川市総合体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,原秀治,鈴木輝,1,3,4,Lose,82,98,99,14:05,15:53,1000,加治健男,外室喜英,須藤義宏,森朝美,Away,202,66,8,32.7,16.50,4,0,1,0.0,4,1.00,97,1,3,32,8.5,76,31.0,10.0,47.4
116,43,4,37.1,14.33,7,2,0,28.6,16,5.33,76,2,5,23,8.6,60,24.0,11.0,49.2,616,2017-11-25,2017,11,25,,碧南市臨海体育館,KUROBEアクアフェアリーズ,JAぎふリオレーナ,米山弘,竹中雅詞,3,0,3,Win,78,62,77,13:00,14:23,385,伊藤博之,佐伯昌昭,村河里沙,古澤博丈,Home,140,42,9,30.0,14.00,8,4,0,50.0,3,1.00,64,3,4,23,12.1,70,31.0,15.0,55.0
140,42,9,30.0,14.00,8,4,0,50.0,3,1.00,64,3,4,23,12.1,70,31.0,15.0,55.0,616,2017-11-25,2017,11,25,,碧南市臨海体育館,JAぎふリオレーナ,KUROBEアクアフェアリーズ,椿本真恵,皆川佳介,0,3,3,Lose,62,78,77,13:00,14:23,385,伊藤博之,佐伯昌昭,村河里沙,古澤博丈,Away,116,43,4,37.1,14.33,7,2,0,28.6,16,5.33,76,2,5,23,8.6,60,24.0,11.0,49.2
157,64,5,40.8,16.00,4,0,1,0.0,11,2.75,98,7,1,24,13.0,71,31.0,18.0,56.3,618,2017-11-25,2017,11,25,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,岡山シーガルズ,大野石油広島オイラーズ,河本昭義,吉田啓佑,3,1,4,Win,99,73,95,13:00,14:44,1250,石井洋壮,弘中秀治,北島一道,金谷基代,Home,176,54,9,30.7,13.50,13,4,1,30.8,8,2.00,74,5,2,18,12.2,95,29.0,37.0,50.0
176,54,9,30.7,13.50,13,4,1,30.8,8,2.00,74,5,2,18,12.2,95,29.0,37.0,50.0,618,2017-11-25,2017,11,25,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,大野石油広島オイラーズ,岡山シーガルズ,原秀治,鈴木輝,1,3,4,Lose,73,99,95,13:00,14:44,1250,石井洋壮,弘中秀治,北島一道,金谷基代,Away,157,64,5,40.8,16.00,4,0,1,0.0,11,2.75,98,7,1,24,13.0,71,31.0,18.0,56.3
122,45,14,36.9,15.00,14,3,4,21.4,2,0.67,59,3,1,13,10.2,70,37.0,17.0,65.0,617,2017-11-25,2017,11,25,,碧南市臨海体育館,トヨタ自動車ヴァルキューレ,フォレストリーヴズ熊本,金子健一郎,甲斐啓祐,0,3,3,Lose,58,75,66,15:10,16:22,425,伊藤博之,沢田元,北浦陽介,権田直也,Home,114,45,4,39.5,15.00,3,0,0,0.0,6,2.00,74,6,4,10,10.1,56,31.0,11.0,65.2
114,45,4,39.5,15.00,3,0,0,0.0,6,2.00,74,6,4,10,10.1,56,31.0,11.0,65.2,617,2017-11-25,2017,11,25,,碧南市臨海体育館,フォレストリーヴズ熊本,トヨタ自動車ヴァルキューレ,中島裕二,和多桃子,3,0,3,Win,75,58,66,15:10,16:22,425,伊藤博之,沢田元,北浦陽介,権田直也,Away,122,45,14,36.9,15.00,14,3,4,21.4,2,0.67,59,3,1,13,10.2,70,37.0,17.0,65.0
211,66,11,31.3,16.50,2,0,0,0.0,5,1.25,89,0,3,26,6.5,94,35.0,25.0,50.5,619,2017-11-26,2017,11,26,,碧南市臨海体育館,フォレストリーヴズ熊本,KUROBEアクアフェアリーズ,中島裕二,和多桃子,1,3,4,Lose,88,101,97,12:00,13:46,480,伊藤博之,佐伯昌昭,村河里沙,三角希実,Home,177,73,6,41.2,18.25,6,0,0,0.0,9,2.25,100,3,4,33,10.2,86,45.0,15.0,61.0
177,73,6,41.2,18.25,6,0,0,0.0,9,2.25,100,3,4,33,10.2,86,45.0,15.0,61.0,619,2017-11-26,2017,11,26,,碧南市臨海体育館,KUROBEアクアフェアリーズ,フォレストリーヴズ熊本,米山弘,竹中雅詞,3,1,4,Win,101,88,97,12:00,13:46,480,伊藤博之,佐伯昌昭,村河里沙,三角希実,Away,211,66,11,31.3,16.50,2,0,0,0.0,5,1.25,89,0,3,26,6.5,94,35.0,25.0,50.5
170,40,6,23.5,13.33,3,0,0,0.0,4,1.33,68,4,1,17,11.8,72,15.0,28.0,40.3,621,2017-11-26,2017,11,26,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,岡山シーガルズ,PFUブルーキャッツ,河本昭義,吉田啓佑,0,3,3,Lose,66,78,88,13:00,14:34,1750,石井洋壮,弘中秀治,北島一道,藤田恵美子,Home,171,59,5,34.5,19.67,16,7,1,43.8,8,2.67,76,3,4,29,12.2,67,21.0,29.0,53.0
171,59,5,34.5,19.67,16,7,1,43.8,8,2.67,76,3,4,29,12.2,67,21.0,29.0,53.0,621,2017-11-26,2017,11,26,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,PFUブルーキャッツ,岡山シーガルズ,寺廻太,加藤陽一,3,0,3,Win,78,66,88,13:00,14:34,1750,石井洋壮,弘中秀治,北島一道,藤田恵美子,Away,170,40,6,23.5,13.33,3,0,0,0.0,4,1.33,68,4,1,17,11.8,72,15.0,28.0,40.3
190,66,12,34.7,13.20,18,4,1,22.2,10,2.00,98,3,3,23,8.2,94,51.0,20.0,64.9,620,2017-11-26,2017,11,26,,碧南市臨海体育館,トヨタ自動車ヴァルキューレ,JAぎふリオレーナ,金子健一郎,甲斐啓祐,3,2,5,Win,98,101,99,14:30,16:21,655,伊藤博之,沢田元,首藤仁,加藤光一,Home,175,63,10,36.0,12.60,8,2,3,25.0,11,2.20,101,9,4,17,12.1,94,38.0,31.0,56.9
175,63,10,36.0,12.60,8,2,3,25.0,11,2.20,101,9,4,17,12.1,94,38.0,31.0,56.9,620,2017-11-26,2017,11,26,,碧南市臨海体育館,JAぎふリオレーナ,トヨタ自動車ヴァルキューレ,椿本真恵,伊藤翔矢,2,3,5,Lose,101,98,99,14:30,16:21,655,伊藤博之,沢田元,首藤仁,加藤光一,Away,190,66,12,34.7,13.20,18,4,1,22.2,10,2.00,98,3,3,23,8.2,94,51.0,20.0,64.9
178,58,7,32.6,14.50,7,0,0,0.0,8,2.00,90,3,5,24,8.6,84,39.0,13.0,54.2,622,2017-12-02,2017,12,02,,堺市金岡公園体育館,JAぎふリオレーナ,トヨタ自動車ヴァルキューレ,椿本真恵,皆川佳介,1,3,4,Lose,89,95,94,16:00,17:43,540,髙橋憲太郎,佐伯昌昭,山元正泰,永江雅之,Home,170,65,8,38.2,16.25,14,4,2,28.6,5,1.25,94,7,6,32,14.4,84,44.0,16.0,61.9
170,65,8,38.2,16.25,14,4,2,28.6,5,1.25,94,7,6,32,14.4,84,44.0,16.0,61.9,622,2017-12-02,2017,12,02,,堺市金岡公園体育館,トヨタ自動車ヴァルキューレ,JAぎふリオレーナ,金子健一郎,甲斐啓祐,3,1,4,Win,95,89,94,16:00,17:43,540,髙橋憲太郎,佐伯昌昭,山元正泰,永江雅之,Away,178,58,7,32.6,14.50,7,0,0,0.0,8,2.00,90,3,5,24,8.6,84,39.0,13.0,54.2
144,56,4,38.9,14.00,0,0,0,-,21,5.25,95,0,1,24,6.1,64,30.0,12.0,56.2,623,2017-12-03,2017,12,03,,堺市金岡公園体育館,岡山シーガルズ,トヨタ自動車ヴァルキューレ,河本昭義,吉田啓佑,3,1,4,Win,96,67,85,15:55,17:29,788,髙橋憲太郎,佐伯昌昭,小出一平,和佐田信行,Home,173,58,13,33.5,14.50,11,2,4,18.2,3,0.75,68,1,4,22,8.1,94,42.0,28.0,59.6
173,58,13,33.5,14.50,11,2,4,18.2,3,0.75,68,1,4,22,8.1,94,42.0,28.0,59.6,623,2017-12-03,2017,12,03,,堺市金岡公園体育館,トヨタ自動車ヴァルキューレ,岡山シーガルズ,金子健一郎,甲斐啓祐,1,3,4,Lose,67,96,85,15:55,17:29,788,髙橋憲太郎,佐伯昌昭,小出一平,和佐田信行,Away,144,56,4,38.9,14.00,0,0,0,-,21,5.25,95,0,1,24,6.1,64,30.0,12.0,56.2
162,51,6,31.5,17.00,1,0,0,0.0,7,2.33,76,2,3,17,7.2,68,29.0,15.0,53.7,624,2017-12-09,2017,12,09,,入善町総合体育館,フォレストリーヴズ熊本,JAぎふリオレーナ,中島裕二,和多桃子,3,0,3,Win,78,69,75,13:00,14:21,830,利根川忠史,紙井ひとみ,波塚彰優,高野俊弘,Home,155,51,9,32.9,17.00,7,1,0,14.3,6,2.00,71,0,3,24,7.4,73,40.0,16.0,65.8
155,51,9,32.9,17.00,7,1,0,14.3,6,2.00,71,0,3,24,7.4,73,40.0,16.0,65.8,624,2017-12-09,2017,12,09,,入善町総合体育館,JAぎふリオレーナ,フォレストリーヴズ熊本,椿本真恵,伊藤翔矢,0,3,3,Lose,69,78,75,13:00,14:21,830,利根川忠史,紙井ひとみ,波塚彰優,高野俊弘,Away,162,51,6,31.5,17.00,1,0,0,0.0,7,2.33,76,2,3,17,7.2,68,29.0,15.0,53.7
116,37,9,31.9,12.33,8,1,3,12.5,0,0.00,55,3,5,12,8.6,67,31.0,23.0,63.4,626,2017-12-09,2017,12,09,,猫田記念体育館,大野石油広島オイラーズ,PFUブルーキャッツ,原秀治,鈴木輝,0,3,3,Lose,54,75,67,13:00,14:13,650,竹本久男,木内誠二,谷川哲也,奥先裕美,Home,98,48,4,49.0,16.00,8,3,0,37.5,8,2.67,74,2,6,13,5.1,48,27.0,9.0,65.6
98,48,4,49.0,16.00,8,3,0,37.5,8,2.67,74,2,6,13,5.1,48,27.0,9.0,65.6,626,2017-12-09,2017,12,09,,猫田記念体育館,PFUブルーキャッツ,大野石油広島オイラーズ,寺廻太,加藤陽一,3,0,3,Win,75,54,67,13:00,14:13,650,竹本久男,木内誠二,谷川哲也,奥先裕美,Away,116,37,9,31.9,12.33,8,1,3,12.5,0,0.00,55,3,5,12,8.6,67,31.0,23.0,63.4
165,64,12,38.8,12.80,5,1,0,20.0,11,2.20,110,6,3,36,13.0,75,44.0,15.0,68.7,625,2017-12-09,2017,12,09,,入善町総合体育館,KUROBEアクアフェアリーズ,トヨタ自動車ヴァルキューレ,米山弘,竹中雅詞,3,2,5,Win,110,87,101,15:10,17:03,1250,利根川忠史,浜野陽一,紫藤達也,板川和則,Home,181,57,17,31.5,11.40,15,2,0,13.3,6,1.20,87,6,8,16,9.2,105,32.0,37.0,48.1
181,57,17,31.5,11.40,15,2,0,13.3,6,1.20,87,6,8,16,9.2,105,32.0,37.0,48.1,625,2017-12-09,2017,12,09,,入善町総合体育館,トヨタ自動車ヴァルキューレ,KUROBEアクアフェアリーズ,甲斐啓祐,,2,3,5,Lose,87,110,101,15:10,17:03,1250,利根川忠史,浜野陽一,紫藤達也,板川和則,Away,165,64,12,38.8,12.80,5,1,0,20.0,11,2.20,110,6,3,36,13.0,75,44.0,15.0,68.7
196,64,7,32.7,16.00,1,0,0,0.0,3,0.75,85,0,3,16,3.8,93,32.0,28.0,49.5,627,2017-12-10,2017,12,10,,入善町総合体育館,フォレストリーヴズ熊本,トヨタ自動車ヴァルキューレ,中島裕二,和多桃子,1,3,4,Lose,84,98,95,12:00,13:44,820,利根川忠史,紙井ひとみ,波塚彰優,板川和則,Home,183,73,10,39.9,18.25,5,1,0,20.0,7,1.75,97,4,3,33,11.9,82,36.0,30.0,62.2
183,73,10,39.9,18.25,5,1,0,20.0,7,1.75,97,4,3,33,11.9,82,36.0,30.0,62.2,627,2017-12-10,2017,12,10,,入善町総合体育館,トヨタ自動車ヴァルキューレ,フォレストリーヴズ熊本,甲斐啓祐,,3,1,4,Win,98,84,95,12:00,13:44,820,利根川忠史,紙井ひとみ,波塚彰優,板川和則,Away,196,64,7,32.7,16.00,1,0,0,0.0,3,0.75,85,0,3,16,3.8,93,32.0,28.0,49.5
101,30,9,29.7,10.00,3,0,2,0.0,4,1.33,45,2,3,8,7.2,70,33.0,14.0,57.1,629,2017-12-10,2017,12,10,,猫田記念体育館,大野石油広島オイラーズ,岡山シーガルズ,原秀治,鈴木輝,0,3,3,Lose,44,75,65,12:00,13:11,1010,竹本久男,木内誠二,前川清隆,藤井勇紀,Home,107,53,4,49.5,17.67,2,1,0,50.0,1,0.33,74,6,3,19,13.5,42,29.0,3.0,72.6
107,53,4,49.5,17.67,2,1,0,50.0,1,0.33,74,6,3,19,13.5,42,29.0,3.0,72.6,629,2017-12-10,2017,12,10,,猫田記念体育館,岡山シーガルズ,大野石油広島オイラーズ,河本昭義,吉田啓佑,3,0,3,Win,75,44,65,12:00,13:11,1010,竹本久男,木内誠二,前川清隆,藤井勇紀,Away,101,30,9,29.7,10.00,3,0,2,0.0,4,1.33,45,2,3,8,7.2,70,33.0,14.0,57.1
