AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
132,67,7,50.8,16.75,14,5,3,35.7,8,2.00,95,3,6,14,5.3,82,56.0,19.0,79.9,505,2021-10-31,2021,10,31,北海道,道北アークス大雪アリーナ,埼玉アザレア,千葉ZELVA,相澤修,岩川泰巳,3,1,4,Win,96,90,109,10:30,12:28,300,印藤智一,大塚健之,笹木宣拓,三船誠,Home,139,69,8,49.6,17.25,22,12,1,54.5,6,1.50,91,0,9,7,-0.5,89,37.0,35.0,61.2
139,69,8,49.6,17.25,22,12,1,54.5,6,1.50,91,0,9,7,-0.5,89,37.0,35.0,61.2,505,2021-10-31,2021,10,31,北海道,道北アークス大雪アリーナ,千葉ZELVA,埼玉アザレア,槌尾健,紀之定俊輔,1,3,4,Lose,90,96,109,10:30,12:28,300,印藤智一,大塚健之,笹木宣拓,三船誠,Away,132,67,7,50.8,16.75,14,5,3,35.7,8,2.00,95,3,6,14,5.3,82,56.0,19.0,79.9
142,53,9,37.3,10.60,22,10,2,45.5,20,4.00,114,9,20,19,7.7,91,45.0,18.0,59.3,508,2021-10-31,2021,10,31,北海道,苫小牧市総合体育館,サフィルヴァ北海道,奈良ドリーマーズ,上杉徹,小林準,2,3,5,Lose,113,106,119,13:00,15:18,415,大江憲一,川島秀夫,小澤敦,藤原啓子,Home,155,60,16,38.7,12.00,22,6,6,27.3,12,2.40,105,2,14,26,4.8,91,45.0,21.0,61.0
155,60,16,38.7,12.00,22,6,6,27.3,12,2.40,105,2,14,26,4.8,91,45.0,21.0,61.0,508,2021-10-31,2021,10,31,北海道,苫小牧市総合体育館,奈良ドリーマーズ,サフィルヴァ北海道,言上真一,品川哲也,3,2,5,Win,106,113,119,13:00,15:18,415,大江憲一,川島秀夫,小澤敦,藤原啓子,Away,142,53,9,37.3,10.60,22,10,2,45.5,20,4.00,114,9,20,19,7.7,91,45.0,18.0,59.3
88,43,9,48.9,14.33,29,16,3,55.2,9,3.00,75,5,9,8,6.3,55,35.0,13.0,75.5,506,2021-10-31,2021,10,31,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,警視庁フォートファイターズ,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,65,74,14:00,15:27,565,印藤智一,大井悠矢,藤井靖香,大友大輔,Home,80,38,8,47.5,12.67,13,4,1,30.8,5,1.67,66,2,10,6,1.5,65,29.0,24.0,63.1
80,38,8,47.5,12.67,13,4,1,30.8,5,1.67,66,2,10,6,1.5,65,29.0,24.0,63.1,506,2021-10-31,2021,10,31,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,ヴォレアス北海道,平林康裕,中道元貴,0,3,3,Lose,65,76,74,14:00,15:27,565,印藤智一,大井悠矢,藤井靖香,大友大輔,Away,88,43,9,48.9,14.33,29,16,3,55.2,9,3.00,75,5,9,8,6.3,55,35.0,13.0,75.5
68,38,3,55.9,12.67,8,4,2,50.0,4,1.33,73,2,10,12,3.4,42,23.0,8.0,64.3,509,2021-11-06,2021,11,06,茨城県,霞ヶ浦文化体育会館,大同特殊鋼レッドスター,兵庫デルフィーノ,平野晃多,,3,0,3,Win,75,55,65,10:30,11:41,371,小林朝実,上總向貴,屋貝直也,須永智紀,Home,90,33,11,36.7,11.00,11,2,2,18.2,6,2.00,57,2,15,9,0.9,61,30.0,18.0,63.9
90,33,11,36.7,11.00,11,2,2,18.2,6,2.00,57,2,15,9,0.9,61,30.0,18.0,63.9,509,2021-11-06,2021,11,06,茨城県,霞ヶ浦文化体育会館,兵庫デルフィーノ,大同特殊鋼レッドスター,ﾏｲｹﾙﾎﾞｾﾝｽ,井上人哉,0,3,3,Lose,55,75,65,10:30,11:41,371,小林朝実,上總向貴,屋貝直也,須永智紀,Away,68,38,3,55.9,12.67,8,4,2,50.0,4,1.33,73,2,10,12,3.4,42,23.0,8.0,64.3
83,44,6,53.0,14.67,15,7,4,46.7,6,2.00,74,4,10,19,8.4,43,25.0,5.0,64.0,511,2021-11-06,2021,11,06,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,富士通カワサキレッドスピリッツ,クボタスピアーズ,山本道彦,廣本遥,3,0,3,Win,75,54,69,12:00,13:15,0,伊藤博之,有乗正志,加藤知也,熊崎美穂子,Home,80,34,6,42.5,11.33,12,8,1,66.7,2,0.67,55,0,12,13,0.5,63,29.0,12.0,55.6
80,34,6,42.5,11.33,12,8,1,66.7,2,0.67,55,0,12,13,0.5,63,29.0,12.0,55.6,511,2021-11-06,2021,11,06,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,クボタスピアーズ,富士通カワサキレッドスピリッツ,川田匠,荒枝和紀,0,3,3,Lose,54,75,69,12:00,13:15,0,伊藤博之,有乗正志,加藤知也,熊崎美穂子,Away,83,44,6,53.0,14.67,15,7,4,46.7,6,2.00,74,4,10,19,8.4,43,25.0,5.0,64.0
96,51,9,53.1,12.75,14,9,2,64.3,7,1.75,97,0,15,22,1.8,59,38.0,6.0,69.5,510,2021-11-06,2021,11,06,茨城県,霞ヶ浦文化体育会館,つくばユナイテッドSunGAIA,きんでんトリニティーブリッツ,五十嵐元,,3,1,4,Win,98,85,98,12:38,14:25,604,小林朝実,大井悠矢,横須賀威之,吉田英明,Home,119,53,10,44.5,13.25,12,5,1,41.7,5,1.25,86,2,26,14,-1.2,82,40.0,20.0,61.0
119,53,10,44.5,13.25,12,5,1,41.7,5,1.25,86,2,26,14,-1.2,82,40.0,20.0,61.0,510,2021-11-06,2021,11,06,茨城県,霞ヶ浦文化体育会館,きんでんトリニティーブリッツ,つくばユナイテッドSunGAIA,今田善仁,山原健太,1,3,4,Lose,85,98,98,12:38,14:25,604,小林朝実,大井悠矢,横須賀威之,吉田英明,Away,96,51,9,53.1,12.75,14,9,2,64.3,7,1.75,97,0,15,22,1.8,59,38.0,6.0,69.5
81,43,6,53.1,14.33,8,4,1,50.0,7,2.33,74,1,8,22,6.1,51,39.0,3.0,79.4,512,2021-11-06,2021,11,06,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,トヨタ自動車サンホークス,東京ヴェルディ,近藤浩,,3,0,3,Win,75,62,70,14:00,15:16,0,伊藤博之,片井伴浩,成瀬修平,佐藤加奈,Home,97,41,10,42.3,13.67,20,8,3,40.0,4,1.33,63,3,11,7,3.2,66,32.0,11.0,56.8
97,41,10,42.3,13.67,20,8,3,40.0,4,1.33,63,3,11,7,3.2,66,32.0,11.0,56.8,512,2021-11-06,2021,11,06,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,東京ヴェルディ,トヨタ自動車サンホークス,田島一浩,檜森輝尚,0,3,3,Lose,62,75,70,14:00,15:16,0,伊藤博之,片井伴浩,成瀬修平,佐藤加奈,Away,81,43,6,53.1,14.33,8,4,1,50.0,7,2.33,74,1,8,22,6.1,51,39.0,3.0,79.4
71,46,4,64.8,15.33,4,1,1,25.0,5,1.67,73,5,8,22,11.6,49,21.0,10.0,53.1,513,2021-11-07,2021,11,07,茨城県,霞ヶ浦文化体育会館,大同特殊鋼レッドスター,きんでんトリニティーブリッツ,平野晃多,,3,0,3,Win,75,54,62,10:30,11:38,383,小林朝実,上總向貴,稲吉裕貴,小島孝彦,Home,79,34,9,43.0,11.33,3,0,1,0.0,4,1.33,56,2,7,16,7.6,63,21.0,17.0,46.8
79,34,9,43.0,11.33,3,0,1,0.0,4,1.33,56,2,7,16,7.6,63,21.0,17.0,46.8,513,2021-11-07,2021,11,07,茨城県,霞ヶ浦文化体育会館,きんでんトリニティーブリッツ,大同特殊鋼レッドスター,今田善仁,山原健太,0,3,3,Lose,54,75,62,10:30,11:38,383,小林朝実,上總向貴,稲吉裕貴,小島孝彦,Away,71,46,4,64.8,15.33,4,1,1,25.0,5,1.67,73,5,8,22,11.6,49,21.0,10.0,53.1
78,40,9,51.3,13.33,12,8,2,66.7,12,4.00,74,5,13,13,6.8,54,35.0,8.0,72.2,515,2021-11-07,2021,11,07,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,富士通カワサキレッドスピリッツ,東京ヴェルディ,山本道彦,廣本遥,3,0,3,Win,75,62,68,11:00,12:14,0,伊藤博之,有乗正志,成瀬修平,松井志穂,Home,87,34,8,39.1,11.33,12,3,1,25.0,2,0.67,63,4,7,9,7.1,58,35.0,8.0,67.2
87,34,8,39.1,11.33,12,3,1,25.0,2,0.67,63,4,7,9,7.1,58,35.0,8.0,67.2,515,2021-11-07,2021,11,07,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,東京ヴェルディ,富士通カワサキレッドスピリッツ,田島一浩,檜森輝尚,0,3,3,Lose,62,75,68,11:00,12:14,0,伊藤博之,有乗正志,成瀬修平,松井志穂,Away,78,40,9,51.3,13.33,12,8,2,66.7,12,4.00,74,5,13,13,6.8,54,35.0,8.0,72.2
139,55,10,39.6,11.00,18,9,0,50.0,8,1.60,107,4,18,18,3.7,82,43.0,18.0,63.4,514,2021-11-07,2021,11,07,茨城県,霞ヶ浦文化体育会館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,,3,2,5,Win,108,105,123,12:30,14:45,818,小林朝実,大井悠矢,屋貝直也,廣澤麻里子,Home,148,54,15,36.5,10.80,28,7,4,25.0,17,3.40,106,1,23,21,0.5,87,48.0,19.0,66.1
148,54,15,36.5,10.80,28,7,4,25.0,17,3.40,106,1,23,21,0.5,87,48.0,19.0,66.1,514,2021-11-07,2021,11,07,茨城県,霞ヶ浦文化体育会館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,ﾏｲｹﾙﾎﾞｾﾝｽ,井上人哉,2,3,5,Lose,105,108,123,12:30,14:45,818,小林朝実,大井悠矢,屋貝直也,廣澤麻里子,Away,139,55,10,39.6,11.00,18,9,0,50.0,8,1.60,107,4,18,18,3.7,82,43.0,18.0,63.4
74,42,7,56.8,14.00,10,7,2,70.0,3,1.00,74,6,12,16,9.5,42,20.0,14.0,64.3,516,2021-11-07,2021,11,07,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,トヨタ自動車サンホークス,クボタスピアーズ,近藤浩,,3,0,3,Win,75,53,62,13:00,14:08,0,伊藤博之,片井伴浩,加藤知也,岡田功太,Home,69,25,9,36.2,8.33,14,3,4,21.4,3,1.00,54,2,12,6,0.9,60,27.0,13.0,55.8
69,25,9,36.2,8.33,14,3,4,21.4,3,1.00,54,2,12,6,0.9,60,27.0,13.0,55.8,516,2021-11-07,2021,11,07,岐阜県,感謝と挑戦のTYK体育館（多治見市総合体育館）,クボタスピアーズ,トヨタ自動車サンホークス,川田匠,荒枝和紀,0,3,3,Lose,53,75,62,13:00,14:08,0,伊藤博之,片井伴浩,加藤知也,岡田功太,Away,74,42,7,56.8,14.00,10,7,2,70.0,3,1.00,74,6,12,16,9.5,42,20.0,14.0,64.3
115,56,8,48.7,14.00,22,6,3,27.3,11,2.75,96,2,13,32,7.0,70,32.0,18.0,58.6,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,サフィルヴァ北海道,山本道彦,廣本遥,3,1,4,Win,97,84,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Home,113,50,9,44.2,12.50,31,10,3,32.3,11,2.75,85,1,15,19,2.4,82,29.0,20.0,47.6
113,50,9,44.2,12.50,31,10,3,32.3,11,2.75,85,1,15,19,2.4,82,29.0,20.0,47.6,517,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,富士通カワサキレッドスピリッツ,上杉徹,,1,3,4,Lose,84,97,97,10:30,12:16,350,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away,115,56,8,48.7,14.00,22,6,3,27.3,11,2.75,96,2,13,32,7.0,70,32.0,18.0,58.6
119,50,11,42.0,16.67,14,5,2,35.7,6,2.00,87,3,13,13,3.4,68,45.0,10.0,73.5,520,2021-11-13,2021,11,13,千葉県,千葉公園体育館,兵庫デルフィーノ,クボタスピアーズ,ﾏｲｹﾙﾎﾞｾﾝｽ,奥田晃,3,0,3,Win,88,81,90,11:00,12:36,60,小野将人,来川知裕,笈川博彰,長嶋健二,Home,107,42,7,39.3,14.00,13,6,0,46.2,8,2.67,82,0,14,13,-0.3,72,39.0,19.0,67.4
107,42,7,39.3,14.00,13,6,0,46.2,8,2.67,82,0,14,13,-0.3,72,39.0,19.0,67.4,520,2021-11-13,2021,11,13,千葉県,千葉公園体育館,クボタスピアーズ,兵庫デルフィーノ,川田匠,財間常文,0,3,3,Lose,81,88,90,11:00,12:36,60,小野将人,来川知裕,笈川博彰,長嶋健二,Away,119,50,11,42.0,16.67,14,5,2,35.7,6,2.00,87,3,13,13,3.4,68,45.0,10.0,73.5
131,54,6,41.2,13.50,19,6,3,31.6,7,1.75,86,1,18,17,0.9,87,48.0,14.0,63.2,519,2021-11-13,2021,11,13,茨城県,ひたちなか市総合運動公園総合体育館,つくばユナイテッドSunGAIA,大同特殊鋼レッドスター,五十嵐元,,1,3,4,Lose,85,97,102,11:00,12:51,218,小林朝実,慈眼雅啓,山﨑公寛,井坂直樹,Home,126,55,12,43.7,13.75,13,6,0,46.2,12,3.00,96,1,9,24,4.9,68,35.0,15.0,62.5
126,55,12,43.7,13.75,13,6,0,46.2,12,3.00,96,1,9,24,4.9,68,35.0,15.0,62.5,519,2021-11-13,2021,11,13,茨城県,ひたちなか市総合運動公園総合体育館,大同特殊鋼レッドスター,つくばユナイテッドSunGAIA,平野晃多,,3,1,4,Win,97,85,102,11:00,12:51,218,小林朝実,慈眼雅啓,山﨑公寛,井坂直樹,Away,131,54,6,41.2,13.50,19,6,3,31.6,7,1.75,86,1,18,17,0.9,87,48.0,14.0,63.2
100,51,9,51.0,12.75,20,10,3,50.0,8,2.00,97,5,9,29,10.3,50,32.0,10.0,74.0,521,2021-11-13,2021,11,13,千葉県,千葉公園体育館,ヴィアティン三重,東京ヴェルディ,倉田真,打田淑人,3,1,4,Win,98,65,88,13:30,15:07,250,斉藤篤,菅原潤,小田川倫之,坂本憲昭,Home,111,38,13,34.2,9.50,18,10,2,55.6,5,1.25,66,1,15,8,-1.1,86,34.0,20.0,51.2
111,38,13,34.2,9.50,18,10,2,55.6,5,1.25,66,1,15,8,-1.1,86,34.0,20.0,51.2,521,2021-11-13,2021,11,13,千葉県,千葉公園体育館,東京ヴェルディ,ヴィアティン三重,田島一浩,檜森輝尚,1,3,4,Lose,65,98,88,13:30,15:07,250,斉藤篤,菅原潤,小田川倫之,坂本憲昭,Away,100,51,9,51.0,12.75,20,10,3,50.0,8,2.00,97,5,9,29,10.3,50,32.0,10.0,74.0
64,29,6,45.3,9.67,19,7,2,36.8,10,3.33,73,5,13,16,7.9,45,19.0,16.0,60.0,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,トヨタ自動車サンホークス,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,57,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Home,82,32,16,39.0,10.67,10,4,3,40.0,2,0.67,59,3,12,9,3.8,58,21.0,18.0,51.7
82,32,16,39.0,10.67,10,4,3,40.0,2,0.67,59,3,12,9,3.8,58,21.0,18.0,51.7,518,2021-11-13,2021,11,13,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,ヴォレアス北海道,近藤浩,,0,3,3,Lose,57,75,70,14:00,15:25,472,大江憲一,大塚健之,小瀧健二,小林洸太,Away,64,29,6,45.3,9.67,19,7,2,36.8,10,3.33,73,5,13,16,7.9,45,19.0,16.0,60.0
91,38,6,41.8,12.67,22,11,2,50.0,9,3.00,62,1,12,6,-0.8,67,35.0,12.0,61.2,522,2021-11-13,2021,11,13,千葉県,千葉公園体育館,千葉ZELVA,奈良ドリーマーズ,古家康隆,紀之定俊輔,0,3,3,Lose,61,77,75,15:50,17:11,200,小野将人,竹澤拓人,赤鳥健太郎,緑川靖,Home,86,48,6,55.8,16.00,22,12,1,54.5,5,1.67,76,2,7,19,6.6,50,36.0,7.0,79.0
86,48,6,55.8,16.00,22,12,1,54.5,5,1.67,76,2,7,19,6.6,50,36.0,7.0,79.0,522,2021-11-13,2021,11,13,千葉県,千葉公園体育館,奈良ドリーマーズ,千葉ZELVA,言上真一,丹下雅行,3,0,3,Win,77,61,75,15:50,17:11,200,小野将人,竹澤拓人,赤鳥健太郎,緑川靖,Away,91,38,6,41.8,12.67,22,11,2,50.0,9,3.00,62,1,12,6,-0.8,67,35.0,12.0,61.2
122,54,10,44.3,10.80,33,18,1,54.5,10,2.00,107,5,22,12,2.3,76,29.0,16.0,48.7,525,2021-11-14,2021,11,14,千葉県,千葉公園体育館,東京ヴェルディ,兵庫デルフィーノ,田島一浩,檜森輝尚,3,2,5,Win,108,98,111,10:00,12:03,150,斉藤篤,竹澤拓人,小田川倫之,藤﨑英珠芳,Home,137,57,13,41.6,11.40,16,6,3,37.5,6,1.20,99,3,21,30,5.3,82,45.0,23.0,68.9
137,57,13,41.6,11.40,16,6,3,37.5,6,1.20,99,3,21,30,5.3,82,45.0,23.0,68.9,525,2021-11-14,2021,11,14,千葉県,千葉公園体育館,兵庫デルフィーノ,東京ヴェルディ,ﾏｲｹﾙﾎﾞｾﾝｽ,奥田晃,2,3,5,Lose,98,108,111,10:00,12:03,150,斉藤篤,竹澤拓人,小田川倫之,藤﨑英珠芳,Away,122,54,10,44.3,10.80,33,18,1,54.5,10,2.00,107,5,22,12,2.3,76,29.0,16.0,48.7
83,48,8,57.8,16.00,21,14,3,66.7,4,1.33,74,6,11,16,9.8,50,18.0,22.0,58.0,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,富士通カワサキレッドスピリッツ,トヨタ自動車サンホークス,山本道彦,廣本遥,3,0,3,Win,75,55,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Home,90,34,5,37.8,11.33,10,4,0,40.0,0,0.00,56,0,6,10,1.8,60,14.0,27.0,45.8
90,34,5,37.8,11.33,10,4,0,40.0,0,0.00,56,0,6,10,1.8,60,14.0,27.0,45.8,523,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,トヨタ自動車サンホークス,富士通カワサキレッドスピリッツ,近藤浩,,0,3,3,Lose,55,75,68,10:30,11:44,419,大江憲一,大塚健之,小瀧健二,小林洸太,Away,83,48,8,57.8,16.00,21,14,3,66.7,4,1.33,74,6,11,16,9.8,50,18.0,22.0,58.0
99,53,11,53.5,13.25,16,8,4,50.0,7,1.75,86,1,11,22,4.4,80,51.0,10.0,70.0,526,2021-11-14,2021,11,14,千葉県,千葉公園体育館,クボタスピアーズ,奈良ドリーマーズ,川田匠,財間常文,1,3,4,Lose,85,96,106,13:10,15:05,260,小野将人,菅原潤,赤鳥健太郎,長崎克行,Home,113,56,9,49.6,14.00,17,7,2,41.2,6,1.50,94,3,11,19,5.3,75,42.0,10.0,62.7
113,56,9,49.6,14.00,17,7,2,41.2,6,1.50,94,3,11,19,5.3,75,42.0,10.0,62.7,526,2021-11-14,2021,11,14,千葉県,千葉公園体育館,奈良ドリーマーズ,クボタスピアーズ,言上真一,品川哲也,3,1,4,Win,96,85,106,13:10,15:05,260,小野将人,菅原潤,赤鳥健太郎,長崎克行,Away,99,53,11,53.5,13.25,16,8,4,50.0,7,1.75,86,1,11,22,4.4,80,51.0,10.0,70.0
75,44,7,58.7,14.67,19,14,1,73.7,10,3.33,74,5,11,26,11.8,50,25.0,10.0,60.0,524,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,サフィルヴァ北海道,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,76,61,80,14:00,15:33,686,大江憲一,上総向貴,笹木宣拓,佐藤真理,Home,73,33,5,45.2,11.00,14,6,2,42.9,5,1.67,63,3,12,13,5.2,62,19.0,13.0,41.1
73,33,5,45.2,11.00,14,6,2,42.9,5,1.67,63,3,12,13,5.2,62,19.0,13.0,41.1,524,2021-11-14,2021,11,14,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,ヴォレアス北海道,上杉徹,,0,3,3,Lose,61,76,80,14:00,15:33,686,大江憲一,上総向貴,笹木宣拓,佐藤真理,Away,75,44,7,58.7,14.67,19,14,1,73.7,10,3.33,74,5,11,26,11.8,50,25.0,10.0,60.0
85,32,9,37.6,10.67,20,8,4,40.0,9,3.00,56,1,6,10,3.6,66,35.0,10.0,60.6,527,2021-11-14,2021,11,14,千葉県,千葉公園体育館,千葉ZELVA,ヴィアティン三重,古家康隆,紀之定俊輔,0,3,3,Lose,55,75,67,15:45,16:58,260,斉藤篤,来川知裕,笈川博彰,長嶋健二,Home,85,43,4,50.6,14.33,10,1,3,10.0,7,2.33,74,2,8,19,6.4,50,27.0,12.0,66.0
85,43,4,50.6,14.33,10,1,3,10.0,7,2.33,74,2,8,19,6.4,50,27.0,12.0,66.0,527,2021-11-14,2021,11,14,千葉県,千葉公園体育館,ヴィアティン三重,千葉ZELVA,倉田真,打田淑人,3,0,3,Win,75,55,67,15:45,16:58,260,斉藤篤,来川知裕,笈川博彰,長嶋健二,Away,85,32,9,37.6,10.67,20,8,4,40.0,9,3.00,56,1,6,10,3.6,66,35.0,10.0,60.6
104,45,8,43.3,15.00,10,3,2,30.0,1,0.33,66,1,12,8,0.0,71,38.0,22.0,69.0,532,2021-11-20,2021,11,20,宮崎県,早水公園体育文化センター,大同特殊鋼レッドスター,埼玉アザレア,平野晃多,,0,3,3,Lose,64,81,70,11:00,12:16,632,塚本健,江口祐一郎,徳永洋行,窪田忍,Home,92,47,6,51.1,15.67,20,9,1,45.0,13,4.33,79,0,8,11,0.9,53,37.0,8.0,77.4
